"MSN","YYYYMM","Value","Column_Order","Description","Unit","Date"
"ESTCUUS",200612,8.55,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2006-12-01
"ESTCUUS",200701,8.71,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-01-01
"ESTCUUS",200702,8.74,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-02-01
"ESTCUUS",200703,8.8,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-03-01
"ESTCUUS",200704,8.82,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-04-01
"ESTCUUS",200705,8.96,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-05-01
"ESTCUUS",200706,9.45,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-06-01
"ESTCUUS",200707,9.64,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-07-01
"ESTCUUS",200708,9.68,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-08-01
"ESTCUUS",200709,9.43,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-09-01
"ESTCUUS",200710,9.17,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-10-01
"ESTCUUS",200711,8.94,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-11-01
"ESTCUUS",200712,8.91,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2007-12-01
"ESTCUUS",200801,8.92,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-01-01
"ESTCUUS",200802,8.9,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-02-01
"ESTCUUS",200803,9.03,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-03-01
"ESTCUUS",200804,9.22,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-04-01
"ESTCUUS",200805,9.47,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-05-01
"ESTCUUS",200806,10.27,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-06-01
"ESTCUUS",200807,10.65,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-07-01
"ESTCUUS",200808,10.59,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-08-01
"ESTCUUS",200809,10.27,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-09-01
"ESTCUUS",200810,9.94,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-10-01
"ESTCUUS",200811,9.67,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-11-01
"ESTCUUS",200812,9.53,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2008-12-01
"ESTCUUS",200901,9.68,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-01-01
"ESTCUUS",200902,9.78,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-02-01
"ESTCUUS",200903,9.64,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-03-01
"ESTCUUS",200904,9.57,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-04-01
"ESTCUUS",200905,9.77,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-05-01
"ESTCUUS",200906,10.13,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-06-01
"ESTCUUS",200907,10.28,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-07-01
"ESTCUUS",200908,10.27,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-08-01
"ESTCUUS",200909,10.09,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-09-01
"ESTCUUS",200910,9.7,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-10-01
"ESTCUUS",200911,9.34,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-11-01
"ESTCUUS",200912,9.4,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2009-12-01
"ESTCUUS",201001,9.28,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-01-01
"ESTCUUS",201002,9.47,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-02-01
"ESTCUUS",201003,9.48,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-03-01
"ESTCUUS",201004,9.53,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-04-01
"ESTCUUS",201005,9.72,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-05-01
"ESTCUUS",201006,10.18,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-06-01
"ESTCUUS",201007,10.46,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-07-01
"ESTCUUS",201008,10.4,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-08-01
"ESTCUUS",201009,10.17,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-09-01
"ESTCUUS",201010,9.81,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-10-01
"ESTCUUS",201011,9.55,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-11-01
"ESTCUUS",201012,9.52,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2010-12-01
"ESTCUUS",201101,9.48,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-01-01
"ESTCUUS",201102,9.56,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-02-01
"ESTCUUS",201103,9.55,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-03-01
"ESTCUUS",201104,9.54,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-04-01
"ESTCUUS",201105,9.78,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-05-01
"ESTCUUS",201106,10.26,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-06-01
"ESTCUUS",201107,10.47,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-07-01
"ESTCUUS",201108,10.49,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-08-01
"ESTCUUS",201109,10.29,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-09-01
"ESTCUUS",201110,9.83,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-10-01
"ESTCUUS",201111,9.58,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-11-01
"ESTCUUS",201112,9.53,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2011-12-01
"ESTCUUS",201201,9.61,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-01-01
"ESTCUUS",201202,9.58,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-02-01
"ESTCUUS",201203,9.52,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-03-01
"ESTCUUS",201204,9.47,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-04-01
"ESTCUUS",201205,9.64,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-05-01
"ESTCUUS",201206,10.13,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-06-01
"ESTCUUS",201207,10.3,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-07-01
"ESTCUUS",201208,10.32,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-08-01
"ESTCUUS",201209,10.26,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-09-01
"ESTCUUS",201210,9.74,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-10-01
"ESTCUUS",201211,9.58,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-11-01
"ESTCUUS",201212,9.64,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2012-12-01
"ESTCUUS",201301,9.64,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-01-01
"ESTCUUS",201302,9.77,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-02-01
"ESTCUUS",201303,9.71,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-03-01
"ESTCUUS",201304,9.66,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-04-01
"ESTCUUS",201305,9.92,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-05-01
"ESTCUUS",201306,10.45,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-06-01
"ESTCUUS",201307,10.69,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-07-01
"ESTCUUS",201308,10.58,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-08-01
"ESTCUUS",201309,10.43,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-09-01
"ESTCUUS",201310,10.02,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-10-01
"ESTCUUS",201311,9.79,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-11-01
"ESTCUUS",201312,9.86,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2013-12-01
"ESTCUUS",201401,10.12,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-01-01
"ESTCUUS",201402,10.33,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-02-01
"ESTCUUS",201403,10.28,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-03-01
"ESTCUUS",201404,10,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-04-01
"ESTCUUS",201405,10.21,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-05-01
"ESTCUUS",201406,10.75,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-06-01
"ESTCUUS",201407,11.03,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-07-01
"ESTCUUS",201408,10.91,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-08-01
"ESTCUUS",201409,10.83,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-09-01
"ESTCUUS",201410,10.34,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-10-01
"ESTCUUS",201411,10.13,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-11-01
"ESTCUUS",201412,10.12,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2014-12-01
"ESTCUUS",201501,10.18,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-01-01
"ESTCUUS",201502,10.36,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-02-01
"ESTCUUS",201503,10.29,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-03-01
"ESTCUUS",201504,10.01,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-04-01
"ESTCUUS",201505,10.21,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-05-01
"ESTCUUS",201506,10.64,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-06-01
"ESTCUUS",201507,10.95,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-07-01
"ESTCUUS",201508,10.85,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-08-01
"ESTCUUS",201509,10.79,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-09-01
"ESTCUUS",201510,10.31,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-10-01
"ESTCUUS",201511,10.05,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-11-01
"ESTCUUS",201512,9.98,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2015-12-01
"ESTCUUS",201601,9.97,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-01-01
"ESTCUUS",201602,10,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-02-01
"ESTCUUS",201603,10,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-03-01
"ESTCUUS",201604,9.83,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-04-01
"ESTCUUS",201605,10.06,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-05-01
"ESTCUUS",201606,10.52,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-06-01
"ESTCUUS",201607,10.7,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-07-01
"ESTCUUS",201608,10.81,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-08-01
"ESTCUUS",201609,10.68,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-09-01
"ESTCUUS",201610,10.15,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-10-01
"ESTCUUS",201611,10.1,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-11-01
"ESTCUUS",201612,10.09,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2016-12-01
"ESTCUUS",201701,10.13,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-01-01
"ESTCUUS",201702,10.28,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-02-01
"ESTCUUS",201703,10.28,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-03-01
"ESTCUUS",201704,10.07,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-04-01
"ESTCUUS",201705,10.34,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-05-01
"ESTCUUS",201706,10.83,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-06-01
"ESTCUUS",201707,10.95,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-07-01
"ESTCUUS",201708,10.91,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-08-01
"ESTCUUS",201709,10.86,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-09-01
"ESTCUUS",201710,10.4,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-10-01
"ESTCUUS",201711,10.28,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-11-01
"ESTCUUS",201712,10.17,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2017-12-01
"ESTCUUS",201801,10.41,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-01-01
"ESTCUUS",201802,10.42,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-02-01
"ESTCUUS",201803,10.34,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-03-01
"ESTCUUS",201804,10.18,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-04-01
"ESTCUUS",201805,10.35,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-05-01
"ESTCUUS",201806,10.75,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-06-01
"ESTCUUS",201807,10.99,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-07-01
"ESTCUUS",201808,11.01,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-08-01
"ESTCUUS",201809,10.66,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-09-01
"ESTCUUS",201810,10.41,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-10-01
"ESTCUUS",201811,10.35,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-11-01
"ESTCUUS",201812,10.21,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2018-12-01
"ESTCUUS",201901,10.24,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-01-01
"ESTCUUS",201902,10.4,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-02-01
"ESTCUUS",201903,10.34,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-03-01
"ESTCUUS",201904,10.24,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-04-01
"ESTCUUS",201905,10.38,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-05-01
"ESTCUUS",201906,10.74,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-06-01
"ESTCUUS",201907,11,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-07-01
"ESTCUUS",201908,11.05,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-08-01
"ESTCUUS",201909,10.82,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-09-01
"ESTCUUS",201910,10.39,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-10-01
"ESTCUUS",201911,10.38,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-11-01
"ESTCUUS",201912,10.22,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2019-12-01
"ESTCUUS",202001,10.22,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-01-01
"ESTCUUS",202002,10.22,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-02-01
"ESTCUUS",202003,10.21,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-03-01
"ESTCUUS",202004,10.34,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-04-01
"ESTCUUS",202005,10.39,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-05-01
"ESTCUUS",202006,10.88,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-06-01
"ESTCUUS",202007,11.06,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-07-01
"ESTCUUS",202008,11.02,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-08-01
"ESTCUUS",202009,10.99,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-09-01
"ESTCUUS",202010,10.65,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-10-01
"ESTCUUS",202011,10.38,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-11-01
"ESTCUUS",202012,10.37,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2020-12-01
"ESTCUUS",202101,10.29,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-01-01
"ESTCUUS",202102,11.16,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-02-01
"ESTCUUS",202103,10.84,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-03-01
"ESTCUUS",202104,10.63,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-04-01
"ESTCUUS",202105,10.69,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-05-01
"ESTCUUS",202106,11.25,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-06-01
"ESTCUUS",202107,11.45,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-07-01
"ESTCUUS",202108,11.55,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-08-01
"ESTCUUS",202109,11.59,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-09-01
"ESTCUUS",202110,11.24,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-10-01
"ESTCUUS",202111,11.14,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-11-01
"ESTCUUS",202112,11.03,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2021-12-01
"ESTCUUS",202201,11.24,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-01-01
"ESTCUUS",202202,11.42,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-02-01
"ESTCUUS",202203,11.48,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-03-01
"ESTCUUS",202204,11.56,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-04-01
"ESTCUUS",202205,11.98,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-05-01
"ESTCUUS",202206,12.75,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-06-01
"ESTCUUS",202207,13.12,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-07-01
"ESTCUUS",202208,13.44,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-08-01
"ESTCUUS",202209,13.31,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-09-01
"ESTCUUS",202210,12.66,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-10-01
"ESTCUUS",202211,12.3,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-11-01
"ESTCUUS",202212,12.4,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2022-12-01
"ESTCUUS",202301,12.78,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-01-01
"ESTCUUS",202302,12.77,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-02-01
"ESTCUUS",202303,12.43,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-03-01
"ESTCUUS",202304,12.18,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-04-01
"ESTCUUS",202305,12.25,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-05-01
"ESTCUUS",202306,12.75,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-06-01
"ESTCUUS",202307,13.13,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-07-01
"ESTCUUS",202308,13.31,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-08-01
"ESTCUUS",202309,13.25,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-09-01
"ESTCUUS",202310,12.68,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-10-01
"ESTCUUS",202311,12.55,6,"Average Price of Electricity to Ultimate Customers, Total","Cents per Kilowatthour,  Including Taxes",2023-11-01
